entity:ID,name,:LABEL
e93,简单路径,my_entity
e94,哈希地址,my_entity
e95,左子树,my_entity
e96,参数,my_entity
e97,回路,my_entity
e98,索引,my_entity
e99,多路查找树,my_entity
e100,尾插法,my_entity
e101,稠密索引,my_entity
e102,随机存取,my_entity
e103,子图,my_entity
e104,线索,my_entity
e105,循环队列,my_entity
e106,祖先,my_entity
e107,枚举型,my_entity
e108,静态查找表,my_entity
e109,胜者树,my_entity
e110,外部排序,my_entity
e111,满二叉树,my_entity
e112,背包问题,my_entity
e113,顺序栈,my_entity
e114,稀疏矩阵,my_entity
e115,有向树,my_entity
e116,堆排序,my_entity
e117,兄弟结点,my_entity
e118,伸展树,my_entity
e119,重连通图,my_entity
e120,单向循环链表,my_entity
e121,单源最短路径,my_entity
e122,右子树,my_entity
e123,队尾指针,my_entity
e124,等价关系,my_entity
e125,简单询问,my_entity
e126,割边,my_entity
e127,选择排序,my_entity
e128,线索化,my_entity
e129,指针数组,my_entity
e130,哈夫曼树,my_entity
e131,顺序映像,my_entity
e132,非完全二叉树,my_entity
e133,左孩子,my_entity
e134,归并排序,my_entity
e135,前缀树,my_entity
e136,无向边,my_entity
e137,取模,my_entity
e138,拓扑排序,my_entity
e139,带权无向图,my_entity
e140,二维数组,my_entity
e141,冲突,my_entity
e142,字符型,my_entity
e143,中序遍历,my_entity
e144,字符,my_entity
e145,负权边,my_entity
e146,子集,my_entity
e147,压缩存储,my_entity
e148,数组指针,my_entity
e149,剪枝,my_entity
e150,路径压缩,my_entity
e151,神经网络算法,my_entity
e152,栈顶,my_entity
e153,希尔排序,my_entity
e154,字典,my_entity
e155,移位叠加,my_entity
e156,确定性,my_entity
e157,三叉链表,my_entity
e158,逻辑结构,my_entity
e159,顺序表,my_entity
e160,询问,my_entity
e161,贪心法,my_entity
e162,链式存储结构,my_entity
e163,输出,my_entity
e164,无环图,my_entity
e165,无向树,my_entity
e166,时间复杂度,my_entity
e167,单向链表,my_entity
e168,分块查找,my_entity
e169,引用,my_entity
e170,分治法,my_entity
e171,开放定址法,my_entity
e172,父结点,my_entity
e173,物理结构,my_entity
e174,败者树,my_entity
e175,普里姆算法,my_entity
e176,结构类型,my_entity
e177,嵌套调用,my_entity
e178,优先队列,my_entity
e179,三叉树,my_entity
e180,0-1背包问题,my_entity
e181,生成树,my_entity
e182,压栈,my_entity
e183,线性链表,my_entity
e184,树排序,my_entity
e185,非顺序映像,my_entity
e186,KMP算法,my_entity
e187,三元组表,my_entity
e188,克鲁斯卡尔算法,my_entity
e189,内存地址,my_entity
e190,最小不平衡子树,my_entity
e191,查找表,my_entity
e192,非线性数据结构,my_entity
e193,正则表达式,my_entity
e194,树形动态规划,my_entity
e195,主串,my_entity
e196,有向图,my_entity
e197,形式参数,my_entity
e198,入度,my_entity
e199,图结构,my_entity
e200,二叉链表,my_entity
e201,栈顶指针,my_entity
e202,索引文件,my_entity
e203,后序序列,my_entity
e204,数据元素,my_entity
e205,可行性,my_entity
e206,三维数组,my_entity
e207,Tarjan算法,my_entity
e208,数组,my_entity
e209,删除,my_entity
e210,索引顺序文件,my_entity
e211,入队,my_entity
e212,后继,my_entity
e213,空树,my_entity
e214,平衡二叉树,my_entity
e215,空表,my_entity
e216,多源最短路径,my_entity
e217,最佳归并树,my_entity
e218,顺序文件,my_entity
e219,深度优先生成树,my_entity
e220,双亲结点,my_entity
e221,操作数,my_entity
e222,遍历二叉树,my_entity
e223,指针域,my_entity
e224,度,my_entity
e225,赋值语句,my_entity
e226,排序,my_entity
e227,哈希函数,my_entity
e228,存储地址,my_entity
e229,双亲,my_entity
e230,布鲁姆过滤器,my_entity
e231,表达式,my_entity
e232,赋值,my_entity
e233,网结构,my_entity
e234,出栈,my_entity
e235,简单环,my_entity
e236,输入,my_entity
e237,表达式树,my_entity
e238,遍历,my_entity
e239,折叠法,my_entity
e240,并查集,my_entity
e241,强连通分量,my_entity
e242,B树,my_entity
e243,主关键字,my_entity
e244,平均查找长度,my_entity
e245,广度优先生成树,my_entity
e246,最小生成树,my_entity
e247,链域,my_entity
e248,树形选择排序,my_entity
e249,P问题,my_entity
e250,BF算法,my_entity
e251,迭代器,my_entity
e252,空间复杂度,my_entity
e253,广度优先遍历,my_entity
e254,双连通图,my_entity
e255,完全二叉树,my_entity
e256,线性表,my_entity
e257,尾结点,my_entity
e258,AC自动机,my_entity
e259,键树,my_entity
e260,有向完全图,my_entity
e261,抽象数据类型,my_entity
e262,有序表,my_entity
e263,递归,my_entity
e264,区间树,my_entity
e265,一维数组,my_entity
e266,非连通图,my_entity
e267,森林,my_entity
e268,算法,my_entity
e269,连通图,my_entity
e270,队头,my_entity
e271,顺序查找,my_entity
e272,动态查找表,my_entity
e273,头结点,my_entity
e274,编码,my_entity
e275,根结点,my_entity
e276,回文串,my_entity
e277,BM算法,my_entity
e278,程序,my_entity
e279,查找效率,my_entity
e280,关键路径,my_entity
e281,KD树,my_entity
e282,存储结构,my_entity
e283,遗传算法,my_entity
e284,变量名,my_entity
e285,起泡排序,my_entity
e286,折半插入排序,my_entity
e287,子树,my_entity
e288,B-树,my_entity
e289,回溯法,my_entity
e290,约瑟夫环问题,my_entity
e291,内部排序,my_entity
e292,有限序列,my_entity
e293,检索,my_entity
e294,NPC问题,my_entity
e295,插入,my_entity
e296,链队列,my_entity
e297,装填因子,my_entity
e298,表排序,my_entity
e299,右孩子,my_entity
e300,旅行商问题,my_entity
e301,三元组,my_entity
e302,双端队列,my_entity
e303,结点,my_entity
e304,线性数据结构,my_entity
e305,递归函数,my_entity
e306,平衡因子,my_entity
e307,符号表,my_entity
e308,最优二叉树,my_entity
e309,内存,my_entity
e310,先进先出,my_entity
e311,队列,my_entity
e312,平衡二叉排序树,my_entity
e313,最短路径,my_entity
e314,活动,my_entity
e315,数据结构,my_entity
e316,斐波那契查找,my_entity
e317,集合,my_entity
e318,记录,my_entity
e319,广义表,my_entity
e320,顶点,my_entity
e321,静态链表,my_entity
e322,直接定址法,my_entity
e323,双向循环链表,my_entity
e324,替罪羊树,my_entity
e325,队尾元素,my_entity
e326,插入排序,my_entity
e327,队尾,my_entity
e328,无序树,my_entity
e329,后序遍历,my_entity
e330,进栈,my_entity
e331,索引顺序查找,my_entity
e332,先序遍历,my_entity
e333,整型,my_entity
e334,外部结点,my_entity
e335,桶排序,my_entity
e336,空队列,my_entity
e337,线索二叉树,my_entity
e338,循环链表,my_entity
e339,有序链表,my_entity
e340,链表结构,my_entity
e341,常量,my_entity
e342,链表,my_entity
e343,邻接多重表,my_entity
e344,N叉树,my_entity
e345,图的遍历,my_entity
e346,指示器,my_entity
e347,链栈,my_entity
e348,元素,my_entity
e349,归并树,my_entity
e350,十字链表,my_entity
e351,数据域,my_entity
e352,数据,my_entity
e353,再哈希法,my_entity
e354,中缀表达式,my_entity
e355,带权图,my_entity
e356,树形结构,my_entity
e357,带权有向图,my_entity
